,Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
6068907,,,,,,,,1,16/03/2021,Vente,"140000,00",45.0,,RUE,6950,DU PAS SAINT GEORGES,33000.0,BORDEAUX,33,63,,KI,118,,4,,,,,,,,,,1,2.0,Appartement,,18.0,1.0,,,
6068914,,,,,,,,1,01/04/2021,Vente,"629970,00",11.0,,RUE,4140,DU GRAND LEBRUN,33200.0,BORDEAUX,33,63,,MZ,26,,13,,,,,,,,,,1,2.0,Appartement,,125.0,5.0,,,
6068915,,,,,,,,1,02/04/2021,Vente,"165000,00",7.0,,IMP,6691,RUE NEUVE,33000.0,BORDEAUX,33,63,,HE,224,,107,"29,91",,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
6068922,,,,,,,,1,24/03/2021,Vente,"683000,00",61.0,,RUE,4010,GEORGES MANDEL,33000.0,BORDEAUX,33,63,,LD,182,,,,,,,,,,,,0,1.0,Maison,,113.0,5.0,S,,92.0
6068933,,,,,,,,1,24/03/2021,Vente,"260000,00",23.0,,RUE,8125,DE RUAT,33000.0,BORDEAUX,33,63,,KH,100,,4,"44,04",,,,,,,,,1,2.0,Appartement,,23.0,2.0,,,
6068934,,,,,,,,1,08/04/2021,Vente,"305000,00",15.0,,RUE,0930,BILLAUDEL,33800.0,BORDEAUX,33,63,,CU,37,,7,"60,47",,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
6068950,,,,,,,,2,12/04/2021,Vente,"647619,00",47.0,,RUE,6335,MESTREZAT,33000.0,BORDEAUX,33,63,,HV,126,,,,,,,,,,,,0,1.0,Maison,,174.0,6.0,S,,173.0
6068953,,,,,,,,1,16/03/2021,Vente,"660000,00",17.0,,RUE,7310,PIERRE NOGUEY,33000.0,BORDEAUX,33,63,,LM,111,,,,,,,,,,,,0,1.0,Maison,,130.0,4.0,S,,116.0
6068954,,,,,,,,1,02/04/2021,Vente,"480000,00",6.0,,RUE,8455,SAINTE MARGUERITE,33800.0,BORDEAUX,33,63,,BV,136,,,,,,,,,,,,0,2.0,Appartement,,75.0,3.0,S,,155.0
6068955,,,,,,,,1,02/04/2021,Vente,"480000,00",6.0,,RUE,8455,SAINTE MARGUERITE,33800.0,BORDEAUX,33,63,,BV,136,,,,,,,,,,,,0,2.0,Appartement,,25.0,1.0,S,,155.0
6068956,,,,,,,,1,02/04/2021,Vente,"480000,00",6.0,,RUE,8455,SAINTE MARGUERITE,33800.0,BORDEAUX,33,63,,BV,136,,,,,,,,,,,,0,2.0,Appartement,,70.0,3.0,S,,155.0
6068964,,,,,,,,1,30/03/2021,Vente,"1640000,00",38.0,,ALL,6805,D ORLEANS,33000.0,BORDEAUX,33,63,,KP,3,,,,,,,,,,,,0,2.0,Appartement,,81.0,3.0,S,,123.0
6068966,,,,,,,,1,30/03/2021,Vente,"1640000,00",38.0,,ALL,6805,D ORLEANS,33000.0,BORDEAUX,33,63,,KP,3,,,,,,,,,,,,0,2.0,Appartement,,76.0,3.0,S,,123.0
6068967,,,,,,,,1,30/03/2021,Vente,"1640000,00",38.0,,ALL,6805,D ORLEANS,33000.0,BORDEAUX,33,63,,KP,3,,,,,,,,,,,,0,2.0,Appartement,,81.0,3.0,S,,123.0
6068971,,,,,,,,1,13/04/2021,Vente,"224579,00",87.0,,RUE,1145,BOURBON,33300.0,BORDEAUX,33,63,,RX,41,,20,"55,92",,,,,,,,,1,2.0,Appartement,,55.0,3.0,,,
6068998,,,,,,,,1,06/04/2021,Vente,"600000,00",38.0,,RUE,7400,POMME D OR,33300.0,BORDEAUX,33,63,,RE,154,,,,,,,,,,,,0,2.0,Appartement,,83.0,2.0,S,,310.0
6068999,,,,,,,,1,06/04/2021,Vente,"600000,00",38.0,,RUE,7400,POMME D OR,33300.0,BORDEAUX,33,63,,RE,154,,,,,,,,,,,,0,2.0,Appartement,,32.0,0.0,S,,310.0
6069000,,,,,,,,1,30/03/2021,Vente,"133000,00",13.0,,RUE,7090,DU PAVILLON,33000.0,BORDEAUX,33,63,,DW,40,,3,"23,25",,,,,,,,,1,2.0,Appartement,,24.0,1.0,,,
6069004,,,,,,,,1,02/04/2021,Vente,"480000,00",9.0,,RUE,4040,GINER DE LOS RIOS,33800.0,BORDEAUX,33,63,,DB,53,,28,"102,92",,,,,,,,,1,2.0,Appartement,,138.0,1.0,,,
6069007,,,,,,,,1,26/03/2021,Vente,"254000,00",179.0,,RUE,1435,CAMILLE GODARD,33000.0,BORDEAUX,33,63,,OT,16,,1025,,1034,"60,52",,,,,,,2,2.0,Appartement,,63.0,4.0,,,
6069012,,,,,,,,1,01/04/2021,Vente,"218540,00",105.0,,RUE,7350,DES PINS FRANCS,33200.0,BORDEAUX,33,63,,YH,16,,24,"50,30",,,,,,,,,1,2.0,Appartement,,48.0,2.0,,,
6069014,,,,,,,,1,10/03/2021,Vente,"180000,00",356.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,VP,89,,335,"74,36",,,,,,,,,1,2.0,Appartement,,68.0,4.0,,,
6069035,,,,,,,,1,26/03/2021,Vente,"171150,00",19.0,,RUE,7675,PRUNIER,33300.0,BORDEAUX,33,63,,RI,90,,1,"35,41",,,,,,,,,1,2.0,Appartement,,37.0,2.0,,,
6069036,,,,,,,,1,01/04/2021,Vente,"250010,00",2.0,,RUE,3815,GAMBETTA CAUD,33200.0,BORDEAUX,33,63,,NV,57,,68,,98,"89,00",,,,,,,2,2.0,Appartement,,85.0,5.0,,,
6069041,,,,,,,,1,07/04/2021,Vente,"146200,00",34.0,,CRS,0365,DE L ARGONNE,33000.0,BORDEAUX,33,63,,DU,149,,8,"27,97",,,,,,,,,1,2.0,Appartement,,18.0,1.0,,,
6069043,,,,,,,,1,18/03/2021,Vente,"1080950,00",12.0,,RUE,6861,DE LA PAIX CAUD,33200.0,BORDEAUX,33,63,,NI,158,,,,,,,,,,,,0,1.0,Maison,,200.0,5.0,S,,407.0
6069057,,,,,,,,1,01/04/2021,Vente,"300000,00",37.0,,RUE,6480,MONSARRAT,33800.0,BORDEAUX,33,63,,EL,121,,,,,,,,,,,,0,1.0,Maison,,49.0,2.0,S,,107.0
6069078,,,,,,,,1,06/04/2021,Vente,"782000,00",4.0,,RUE,5570,DE LISLEFERME,33000.0,BORDEAUX,33,63,,OV,180,,,,,,,,,,,,0,1.0,Maison,,135.0,6.0,S,,112.0
6069080,,,,,,,,1,13/04/2021,Vente,"325000,00",47.0,,RUE,7615,DU PROFESSEUR DEVAUX,33800.0,BORDEAUX,33,63,,BY,77,,,,,,,,,,,,0,1.0,Maison,,96.0,4.0,S,,221.0
6069086,,,,,,,,1,01/04/2021,Vente,"170000,00",21.0,,RUE,4900,KLEBER,33800.0,BORDEAUX,33,63,,DC,287,,17,"25,50",,,,,,,,,1,2.0,Appartement,,29.0,2.0,,,
6069096,,,,,,,,1,23/03/2021,Vente,"545000,00",11.0,,RUE,3570,FONDAUDEGE,33000.0,BORDEAUX,33,63,,PE,175,,4,"101,06",,,,,,,,,1,2.0,Appartement,,85.0,3.0,,,
6069097,,,,,,,,1,29/03/2021,Vente terrain à bâtir,"738875,25",24.0,,RUE,0555,BAILLON,33200.0,BORDEAUX,33,63,,NV,250,,,,,,,,,,,,0,1.0,Maison,,150.0,5.0,S,,199.0
6069098,,,,,,,,1,08/04/2021,Vente,"643700,00",12.0,,PL,0220,AMEDEE LARRIEU,33000.0,BORDEAUX,33,63,,HA,158,,,,,,,,,,,,0,1.0,Maison,,75.0,4.0,S,,149.0
6069099,,,,,,,,1,30/03/2021,Vente,"333170,00",108.0,B,CRS,8285,SAINT LOUIS,33300.0,BORDEAUX,33,63,,RO,55,,192,"80,71",,,,,,,,,1,2.0,Appartement,,81.0,4.0,,,
6069105,,,,,,,,1,30/03/2021,Vente,"616000,00",52.0,,RUE,3745,DES FRERES FAUCHER,33000.0,BORDEAUX,33,63,,ME,161,,,,,,,,,,,,0,1.0,Maison,,105.0,4.0,S,,166.0
6069111,,,,,,,,1,29/03/2021,Vente,"166700,00",28.0,,RUE,5100,LAJARTE,33800.0,BORDEAUX,33,63,,CT,330,,1,"51,78",,,,,,,,,1,2.0,Appartement,,55.0,2.0,,,
6069114,,,,,,,,1,19/03/2021,Vente,"981300,00",29.0,,RUE,6090,MARSAN,33300.0,BORDEAUX,33,63,,PR,43,,,,,,,,,,,,0,1.0,Maison,,156.0,7.0,S,,83.0
6069120,,,,,,,,1,29/03/2021,Vente,"77000,00",,,PL,6997,PAUL ET JEAN PAUL AVISSEAU,33300.0,BORDEAUX,33,63,,RH,197,,96,,,,,,,,,,1,2.0,Appartement,,20.0,1.0,,,
6069121,,,,,,,,1,15/04/2021,Vente,"242000,00",57.0,,RUE,2500,DAVID JOHNSTON,33000.0,BORDEAUX,33,63,,OX,173,,10,"53,81",3,,9,,,,,,3,2.0,Appartement,,56.0,2.0,,,
6069122,,,,,,,,1,30/03/2021,Vente,"90000,00",23.0,,RUE,2370,DU COUVENT,33000.0,BORDEAUX,33,63,,PK,173,,6,"63,15",,,,,,,,,1,2.0,Appartement,,60.0,3.0,,,
6069145,,,,,,,,1,26/03/2021,Vente,"543850,00",35.0,,RUE,8980,DE TOULON,33000.0,BORDEAUX,33,63,,LT,66,,,,,,,,,,,,0,1.0,Maison,,76.0,3.0,S,,167.0
6069151,,,,,,,,1,26/03/2021,Vente,"140000,00",39.0,,RUE,1285,BRULATOUR,33800.0,BORDEAUX,33,63,,BY,187,,,,,,,,,,,,0,1.0,Maison,,72.0,2.0,S,,147.0
6069155,,,,,,,,1,22/03/2021,Vente,"106700,00",28.0,,RUE,5100,LAJARTE,33800.0,BORDEAUX,33,63,,CT,330,,7,,,,,,,,,,1,2.0,Appartement,,27.0,1.0,,,
6069165,,,,,,,,1,31/03/2021,Vente,"205300,00",4.0,,RUE,5020,LAFAYETTE,33000.0,BORDEAUX,33,63,,KP,43,,16,"28,59",,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,
6069169,,,,,,,,1,08/04/2021,Vente,"240000,00",53.0,,RUE,5545,LIGIER,33000.0,BORDEAUX,33,63,,HK,225,,385,"43,33",,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
6069196,,,,,,,,1,16/03/2021,Vente,"235000,00",13.0,,RUE,1800,DU CHAI DES FARINES,33000.0,BORDEAUX,33,63,,KL,186,,10,,,,,,,,,,1,2.0,Appartement,,30.0,1.0,,,
6069200,,,,,,,,1,29/03/2021,Vente en l'état futur d'achèvement,"362500,00",35.0,,RUE,3305,EUGENE JACQUET,33000.0,BORDEAUX,33,63,,IH,14,,1,,,,,,,,,,1,2.0,Appartement,,75.0,3.0,,,
6069202,,,,,,,,1,29/03/2021,Vente,"101000,00",25.0,,RUE,2055,CHEVERUS,33000.0,BORDEAUX,33,63,,KI,7,,23,,,,,,,,,,1,2.0,Appartement,,18.0,1.0,,,
6069206,,,,,,,,1,13/04/2021,Vente,"314080,00",56.0,,RUE,3040,DE L ECOLE NORMALE CAUD,33200.0,BORDEAUX,33,63,,MX,258,,,,,,,,,,,,0,1.0,Maison,,72.0,3.0,S,,48.0
6069215,,,,,,,,1,30/03/2021,Vente,"352000,00",103.0,,RUE,1526,DE CAPEYRON CAUD,33200.0,BORDEAUX,33,63,,YS,20,,,,,,,,,,,,0,1.0,Maison,,60.0,1.0,S,,748.0
6069241,,,,,,,,1,10/03/2021,Vente,"695000,00",193.0,,CRS,9500,DE L YSER,33800.0,BORDEAUX,33,63,,CS,69,,,,,,,,,,,,0,1.0,Maison,,135.0,6.0,S,,309.0
6069243,,,,,,,,1,07/04/2021,Vente,"320700,00",94.0,,CRS,0370,ARISTIDE BRIAND,33000.0,BORDEAUX,33,63,,DT,48,,14,"69,96",,,,,,,,,1,2.0,Appartement,,24.0,1.0,,,
6069244,,,,,,,,1,07/04/2021,Vente,"320700,00",94.0,,CRS,0370,ARISTIDE BRIAND,33000.0,BORDEAUX,33,63,,DT,48,,15,"69,96",,,,,,,,,1,2.0,Appartement,,24.0,1.0,,,
6069285,,,,,,,,1,08/04/2021,Vente,"655000,00",59.0,,RUE,8605,DE SEGUR,33000.0,BORDEAUX,33,63,,ET,8,,,,,,,,,,,,0,1.0,Maison,,100.0,4.0,S,,216.0
6069287,,,,,,,,1,06/04/2021,Vente,"197990,00",68.0,,RUE,8800,DE TALENCE,33000.0,BORDEAUX,33,63,,ES,148,,8,"29,77",,,,,,,,,1,2.0,Appartement,,28.0,2.0,,,
6069289,,,,,,,,1,19/03/2021,Vente,"365000,00",18.0,,RUE,6160,MAUBEC,33000.0,BORDEAUX,33,63,,DO,180,,15,,,,,,,,,,1,2.0,Appartement,,80.0,3.0,,,
6069294,,,,,,,,1,23/03/2021,Echange,"1,00",59.0,,RUE,3765,FURTADO,33800.0,BORDEAUX,33,63,,CW,109,,22,,23,,,,,,,,2,2.0,Appartement,,45.0,3.0,,,
6069295,,,,,,,,2,23/03/2021,Echange,"1,00",59.0,,RUE,3765,FURTADO,33800.0,BORDEAUX,33,63,,CW,109,,17,,,,,,,,,,1,2.0,Appartement,,62.0,3.0,,,
6069296,,,,,,,,1,12/04/2021,Vente,"512000,00",8.0,,RUE,6955,PASCAL LAFARGUE,33300.0,BORDEAUX,33,63,,SK,193,,,,,,,,,,,,0,1.0,Maison,,117.0,3.0,S,,140.0
6069297,,,,,,,,1,09/04/2021,Vente,"1235000,00",44.0,,RUE,1510,CAPDEVILLE,33000.0,BORDEAUX,33,63,,LD,142,,,,,,,,,,,,0,1.0,Maison,,249.0,6.0,S,,463.0
6069319,,,,,,,,1,13/04/2021,Vente,"151684,00",19.0,,RUE,1526,DE CAPEYRON CAUD,33200.0,BORDEAUX,33,63,,VT,1,,1248,"34,94",1272,,,,,,,,2,2.0,Appartement,,35.0,2.0,,,
6069334,,,,,,,,1,30/03/2021,Vente,"285000,00",4.0,,RUE,7985,RODE,33000.0,BORDEAUX,33,63,,PL,99,,5,"40,77",,,,,,,,,1,2.0,Appartement,,41.0,2.0,,,
6069337,,,,,,,,1,15/04/2021,Vente,"286122,00",11.0,,RUE,1360,CAGE VERTE CAUD,33200.0,BORDEAUX,33,63,,YD,158,,25,"90,08",,,,,,,,,1,2.0,Appartement,,91.0,5.0,,,
6069343,,,,,,,,1,31/03/2021,Vente,"160000,00",42.0,,RUE,8135,DES SABLIERES,33800.0,BORDEAUX,33,63,,ED,60,,50,"31,70",,,,,,,,,1,2.0,Appartement,,33.0,2.0,,,
6069349,,,,,,,,1,09/04/2021,Vente,"615000,00",10.0,,CRS,0120,D ALBRET,33000.0,BORDEAUX,33,63,,KE,9,,,,,,,,,,,,0,2.0,Appartement,,50.0,2.0,S,,76.0
6069350,,,,,,,,1,09/04/2021,Vente,"615000,00",10.0,,CRS,0120,D ALBRET,33000.0,BORDEAUX,33,63,,KE,9,,,,,,,,,,,,0,2.0,Appartement,,54.0,2.0,S,,76.0
6069352,,,,,,,,1,09/04/2021,Vente,"1534060,00",39.0,,RUE,5230,LATESTA,33200.0,BORDEAUX,33,63,,YB,52,,,,,,,,,,,,0,1.0,Maison,,240.0,6.0,AG,,23.0
6069353,,,,,,,,1,09/04/2021,Vente,"1534060,00",39.0,,RUE,5230,LATESTA,33200.0,BORDEAUX,33,63,,YB,52,,,,,,,,,,,,0,1.0,Maison,,240.0,6.0,J,POTAG,281.0
6069354,,,,,,,,1,09/04/2021,Vente,"1534060,00",39.0,,RUE,5230,LATESTA,33200.0,BORDEAUX,33,63,,YB,52,,,,,,,,,,,,0,1.0,Maison,,240.0,6.0,S,,685.0
6069355,,,,,,,,1,09/04/2021,Vente,"1534060,00",39.0,,RUE,5230,LATESTA,33200.0,BORDEAUX,33,63,,YB,52,,,,,,,,,,,,0,1.0,Maison,,240.0,6.0,AG,,210.0
6069359,,,,,,,,1,22/02/2021,Vente,"401000,00",21.0,,IMP,3940,GENESTA,33200.0,BORDEAUX,33,63,,MN,145,,,,,,,,,,,,0,1.0,Maison,,65.0,2.0,S,,146.0
6069361,,,,,,,,1,08/04/2021,Vente,"220000,00",3.0,,CRS,5515,DE LA LIBERATION,33000.0,BORDEAUX,33,63,,HK,223,,23,"51,23",,,,,,,,,1,2.0,Appartement,,51.0,2.0,,,
6069363,,,,,,,,1,06/04/2021,Vente,"330000,00",101.0,,RUE,5880,MANDRON,33000.0,BORDEAUX,33,63,,OZ,108,,4,"40,37",,,,,,,,,1,2.0,Appartement,,48.0,2.0,,,
6069365,,,,,,,,1,31/03/2021,Vente,"279000,00",12.0,,RUE,9493,XAVIER ARSENE HENRY,33300.0,BORDEAUX,33,63,,TH,14,,101,"91,04",,,,,,,,,1,2.0,Appartement,,90.0,4.0,,,
6069367,,,,,,,,1,29/03/2021,Vente,"489450,00",21.0,,RUE,9335,VIDEAU,33800.0,BORDEAUX,33,63,,DA,91,,,,,,,,,,,,0,2.0,Appartement,,22.0,1.0,S,,59.0
6069368,,,,,,,,1,29/03/2021,Vente,"489450,00",21.0,,RUE,9335,VIDEAU,33800.0,BORDEAUX,33,63,,DA,91,,,,,,,,,,,,0,2.0,Appartement,,22.0,1.0,S,,59.0
6069369,,,,,,,,1,29/03/2021,Vente,"489450,00",21.0,,RUE,9335,VIDEAU,33800.0,BORDEAUX,33,63,,DA,91,,,,,,,,,,,,0,2.0,Appartement,,22.0,1.0,S,,59.0
6069370,,,,,,,,1,29/03/2021,Vente,"489450,00",21.0,,RUE,9335,VIDEAU,33800.0,BORDEAUX,33,63,,DA,91,,,,,,,,,,,,0,2.0,Appartement,,22.0,1.0,S,,59.0
6069371,,,,,,,,1,29/03/2021,Vente,"489450,00",21.0,,RUE,9335,VIDEAU,33800.0,BORDEAUX,33,63,,DA,91,,,,,,,,,,,,0,2.0,Appartement,,22.0,1.0,S,,59.0
6069372,,,,,,,,1,29/03/2021,Vente,"489450,00",21.0,,RUE,9335,VIDEAU,33800.0,BORDEAUX,33,63,,DA,91,,,,,,,,,,,,0,2.0,Appartement,,22.0,1.0,S,,59.0
6069376,,,,,,,,1,31/03/2021,Vente,"751600,00",13.0,,CRS,6115,DE LA MARTINIQUE,33000.0,BORDEAUX,33,63,,RE,118,,18,"152,13",,,,,,,,,1,2.0,Appartement,,153.0,4.0,,,
6069378,,,,,,,,1,30/03/2021,Vente,"672000,00",6.0,,RUE,3220,ERNEST BERSOT,33000.0,BORDEAUX,33,63,,LR,28,,,,,,,,,,,,0,1.0,Maison,,112.0,7.0,S,,91.0
6069401,,,,,,,,1,17/03/2021,Vente,"950000,00",199.0,,RUE,8975,DU TONDU,33000.0,BORDEAUX,33,63,,EW,156,,2,,3,"172,81",5,"85,51",,,,,3,2.0,Appartement,,210.0,9.0,,,
6069402,,,,,,,,1,26/03/2021,Vente,"143519,00",10.0,,RUE,3645,FRANCIN,33800.0,BORDEAUX,33,63,,CY,140,,5,,,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,
6069404,,,,,,,,1,16/04/2021,Vente,"187010,00",16.0,,RUE,3765,FURTADO,33800.0,BORDEAUX,33,63,,CY,388,,32,,,,,,,,,,1,2.0,Appartement,,50.0,1.0,,,
6069406,,,,,,,,1,01/04/2021,Vente,"330000,00",7.0,,RUE,9120,TUSTAL,33000.0,BORDEAUX,33,63,,KI,42,,9,"64,63",,,,,,,,,1,2.0,Appartement,,60.0,3.0,,,
6069415,,,,,,,,1,12/03/2021,Vente,"145000,00",19.0,,RUE,1526,DE CAPEYRON CAUD,33200.0,BORDEAUX,33,63,,VT,1,,1317,,152,"33,51",,,,,,,2,2.0,Appartement,,33.0,2.0,,,
6069423,,,,,,,,1,12/04/2021,Vente,"400000,00",75.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VX,112,,252,"82,08",,,,,,,,,1,2.0,Appartement,,81.0,3.0,,,
6069427,,,,,,,,1,23/03/2021,Vente,"445500,00",84.0,,RUE,8590,SEGALIER,33000.0,BORDEAUX,33,63,,LA,66,,,,,,,,,,,,0,1.0,Maison,,79.0,4.0,S,,125.0
6069428,,,,,,,,1,06/04/2021,Vente,"450000,00",56.0,B,RUE,3235,ERNEST RENAN,33000.0,BORDEAUX,33,63,,LO,230,,1,"111,67",,,,,,,,,1,2.0,Appartement,,95.0,4.0,,,
6069430,,,,,,,,1,24/03/2021,Vente,"120000,00",3.0,,RUE,5377,LEON JOUHAUX,33800.0,BORDEAUX,33,63,,BY,285,,2054,,,,,,,,,,1,2.0,Appartement,,47.0,2.0,,,
6069433,,,,,,,,1,23/03/2021,Vente,"165000,00",14.0,B,RUE,6090,MARSAN,33300.0,BORDEAUX,33,63,,PR,131,,51,"40,25",,,,,,,,,1,2.0,Appartement,,38.0,1.0,,,
6069438,,,,,,,,1,08/04/2021,Vente,"230000,00",108.0,B,CRS,8285,SAINT LOUIS,33300.0,BORDEAUX,33,63,,RO,55,,59,"67,49",,,,,,,,,1,2.0,Appartement,,67.0,3.0,,,
6069447,,,,,,,,1,12/04/2021,Vente,"247000,00",88.0,,BD,6005,MARECHAL LECLERC,33000.0,BORDEAUX,33,63,,HT,199,,148,"69,53",,,,,,,,,1,2.0,Appartement,,70.0,3.0,,,
6069458,,,,,,,,1,15/04/2021,Vente,"505000,00",50.0,,CITE,5040,LAFON,33300.0,BORDEAUX,33,63,,SL,183,,,,,,,,,,,,0,1.0,Maison,,81.0,4.0,S,,445.0
6069461,,,,,,,,1,30/03/2021,Vente,"121100,00",45.0,,RUE,2480,DAUPHINE,33200.0,BORDEAUX,33,63,,NX,130,,473,,,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,
6069463,,,,,,,,1,02/04/2021,Vente,"460000,00",6.0,,RUE,1975,CHARLES PUYO,33300.0,BORDEAUX,33,63,,RL,78,,,,,,,,,,,,0,1.0,Maison,,130.0,6.0,S,,182.0
6069470,,,,,,,,1,30/03/2021,Vente,"201750,00",13.0,,RUE,0700,BAVARD CAUD,33200.0,BORDEAUX,33,63,,YE,49,,2,"62,57",,,,,,,,,1,2.0,Appartement,,58.0,4.0,,,
6069472,,,,,,,,1,31/03/2021,Vente,"230000,00",58.0,,RUE,6525,MONTGOLFIER,33000.0,BORDEAUX,33,63,,PM,23,,3,"41,03",,,,,,,,,1,2.0,Appartement,,44.0,2.0,,,
6069476,,,,,,,,1,26/03/2021,Vente,"805000,00",149.0,B,CRS,6065,DE LA MARNE,33800.0,BORDEAUX,33,63,,CZ,179,,50,,,,,,,,,,1,2.0,Appartement,,155.0,6.0,,,
6069485,,,,,,,,1,05/03/2021,Vente,"725490,00",177.0,,RUE,0755,DE BEGLES,33800.0,BORDEAUX,33,63,,CN,32,,,,,,,,,,,,0,1.0,Maison,,183.0,6.0,S,,180.0
6069504,,,,,,,,1,08/03/2021,Vente,"178000,00",22.0,,RUE,4644,J JACQUES ROUSSEAU CAUD,33200.0,BORDEAUX,33,63,,YE,90,,36,"56,33",,,,,,,,,1,2.0,Appartement,,56.0,3.0,,,
6069506,,,,,,,,1,08/04/2021,Vente,"417500,00",82.0,,CRS,0200,D ALSACE LORRAINE,33000.0,BORDEAUX,33,63,,HD,85,,5,"69,55",,,,,,,,,1,2.0,Appartement,,75.0,3.0,,,
6069507,,,,,,,,1,23/03/2021,Vente,"424000,00",5.0,,RUE,6700,DE NEW YORK,33300.0,BORDEAUX,33,63,,SH,164,,,,,,,,,,,,0,2.0,Appartement,,48.0,3.0,S,,177.0
6069509,,,,,,,,1,23/03/2021,Vente,"424000,00",5.0,,RUE,6700,DE NEW YORK,33300.0,BORDEAUX,33,63,,SH,164,,,,,,,,,,,,0,2.0,Appartement,,50.0,3.0,S,,177.0
6069510,,,,,,,,1,29/03/2021,Vente,"271000,00",130.0,,RUE,2695,DU DOCTEUR ALBERT BARRAUD,33000.0,BORDEAUX,33,63,,KT,4,,5,,8,"41,24",,,,,,,2,2.0,Appartement,,43.0,2.0,,,
6069516,,,,,,,,1,09/04/2021,Vente,"350000,00",20.0,,RUE,0660,BASQUE CAUD,33200.0,BORDEAUX,33,63,,NW,12,,,,,,,,,,,,0,1.0,Maison,,73.0,3.0,S,,186.0
6069517,,,,,,,,1,16/04/2021,Vente,"699000,00",134.0,,RUE,6605,MOUNEYRA,33000.0,BORDEAUX,33,63,,EX,14,,,,,,,,,,,,0,1.0,Maison,,127.0,5.0,S,,166.0
6069518,,,,,,,,1,19/04/2021,Vente,"274000,00",415.0,,RUE,6975,PASTEUR,33200.0,BORDEAUX,33,63,,YT,151,,104,,,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,
6069532,,,,,,,,1,15/04/2021,Vente,"249000,00",51.0,,RUE,7515,POYENNE,33300.0,BORDEAUX,33,63,,RP,21,,4,,,,,,,,,,1,2.0,Appartement,,55.0,1.0,,,
6069599,,,,,,,,1,06/04/2021,Vente,"275000,00",178.0,,RUE,8760,STEHELIN CAUD,33200.0,BORDEAUX,33,63,,YM,102,,546,"89,44",,,,,,,,,1,2.0,Appartement,,88.0,4.0,,,
6069628,,,,,,,,1,24/03/2021,Vente,"312796,00",59.0,,RUE,3765,FURTADO,33800.0,BORDEAUX,33,63,,CW,109,,17,,,,,,,,,,1,2.0,Appartement,,62.0,3.0,,,
6069629,,,,,,,,1,24/03/2021,Vente,"312796,00",59.0,,RUE,3765,FURTADO,33800.0,BORDEAUX,33,63,,CW,109,,21,,,,,,,,,,1,2.0,Appartement,,45.0,3.0,,,
6069645,,,,,,,,1,09/04/2021,Vente,"390000,00",150.0,,RUE,0015,ABBE DE L EPEE,33000.0,BORDEAUX,33,63,,KT,175,,19,,3,,,,,,,,2,2.0,Appartement,,73.0,4.0,,,
6069646,,,,,,,,1,16/04/2021,Vente,"390000,00",21.0,,RUE,7090,DU PAVILLON,33000.0,BORDEAUX,33,63,,DW,43,,1,,,,,,,,,,1,2.0,Appartement,,76.0,3.0,,,
6069647,,,,,,,,1,19/04/2021,Vente,"292000,00",346.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,CH,86,,79,,92,,,,,,,,2,2.0,Appartement,,97.0,5.0,,,
6069652,,,,,,,,1,19/04/2021,Vente,"390000,00",243.0,,RUE,4810,JUDAIQUE,33000.0,BORDEAUX,33,63,,MD,184,,25,,,,,,,,,,1,2.0,Appartement,,94.0,4.0,,,
6069655,,,,,,,,1,25/03/2021,Vente,"165000,00",53.0,,RUE,6400,DU MIRAIL,33000.0,BORDEAUX,33,63,,DS,241,,4,,,,,,,,,,1,2.0,Appartement,,38.0,1.0,,,
6069666,,,,,,,,1,06/04/2021,Vente,"316970,00",65.0,,RUE,8140,DU SABLONAT,33800.0,BORDEAUX,33,63,,EN,34,,,,,,,,,,,,0,1.0,Maison,,60.0,4.0,S,,69.0
6069668,,,,,,,,1,29/03/2021,Vente,"1500000,00",26.0,,AV,8180,SAINT AMAND,33200.0,BORDEAUX,33,63,,VA,23,,,,,,,,,,,,0,1.0,Maison,,270.0,6.0,S,,704.0
6069672,,,,,,,,1,31/03/2021,Vente,"428600,00",4.0,,RUE,6530,MONTHYON,33800.0,BORDEAUX,33,63,,DC,126,,2,,,,,,,,,,1,2.0,Appartement,,80.0,4.0,,,
